19260702,0.016,-0.0057,-0.009,0.00056
19260710,0.0036,-0.0086,0.0027,0.00056
19260717,0.0101,0.0083,-0.0184,0.00056
19260724,-0.0205,0.0015,-0.0025,0.00056
19260731,0.0304,-0.0186,-0.0085,0.00056
19260807,0.0201,0.0008,0.0053,0.00063
19260814,0.0033,-0.0066,0.0076,0.00063
19260821,-0.0111,0.0027,0.0195,0.00063
19260828,0.0053,0.0007,0.0084,0.00063
19260903,0.0187,-0.0042,0.0055,0.00057
19260911,-0.0127,0.0016,-0.0001,0.00057
19260918,0.0016,-0.011,0.0032,0.00057
19260925,0.0062,-0.008,-0.0039,0.00057
19261002,0.0048,-0.0008,-0.0048,0.0008
19261009,-0.0414,-0.0031,-0.0035,0.0008
19261016,-0.0162,-0.011,0.0102,0.0008
19261023,0.0105,0.0063,-0.0035,0.0008
19261030,0.0083,0.0087,0.0054,0.0008
19261106,0.0147,-0.0088,0.0037,0.00077
19261113,0.0071,0.0046,-0.0096,0.00077
19261120,-0.0056,0.0068,0.0076,0.00077
19261127,0.0103,-0.0017,-0.0013,0.00077
19261204,0.009,0.0002,-0.0079,0.00069
19261211,0.0081,0.0047,-0.0018,0.00069
19261218,0.0138,-0.0099,0.0094,0.00069
19261224,0.0025,-0.0025,-0.009,0.00069
19261231,-0.0089,0.0037,0.0024,0.00069
19270108,0.0017,0.0059,-0.0003,0.00062
19270115,0.0006,-0.0102,0.0253,0.00062
19270122,-0.0004,0.0016,0.0174,0.00062
19270129,-0.0083,-0.0012,0.0052,0.00062
19270205,0.0166,0.0128,0.0286,0.00064
19270211,0.0039,-0.0009,-0.0021,0.00064
19270219,0.0115,-0.0056,0.0166,0.00064
19270226,0.0096,0.0034,-0.0156,0.00064
19270305,-0.0068,0.0015,-0.0154,0.00074
19270312,0.0083,-0.0053,0.0,0.00074
19270319,0.0005,-0.01,-0.0239,0.00074
19270326,0.0047,0.0017,-0.0009,0.00074
19270402,-0.0017,-0.0089,0.0117,0.00064
19270409,0.0183,-0.0059,0.0192,0.00064
19270416,0.0036,0.0171,-0.0173,0.00064
19270423,0.0047,-0.009,0.0121,0.00064
19270430,-0.0201,0.0057,-0.0082,0.00064
19270507,0.0269,0.0059,0.0001,0.00075
19270514,0.004,-0.0024,0.0064,0.00075
19270521,0.011,-0.0077,0.0024,0.00075
19270528,0.0084,0.0243,0.0306,0.00075
19270604,0.0019,-0.0032,0.0039,0.00065
19270611,0.0003,0.0055,0.0004,0.00065
19270618,0.0001,0.0069,0.0112,0.00065
19270625,-0.0138,-0.0043,-0.0106,0.00065
19270702,0.0017,-0.0032,0.0002,0.00075
19270709,0.0117,-0.003,0.0008,0.00075
19270716,0.0184,-0.0091,-0.0008,0.00075
19270723,0.0096,0.0016,-0.0096,0.00075
19270730,0.0182,-0.0253,0.0011,0.00075
19270806,0.0073,0.0013,-0.0156,0.00069
19270813,-0.0162,-0.0075,-0.0138,0.00069
19270820,0.0273,0.003,0.0054,0.00069
19270827,0.0073,-0.0022,-0.0111,0.00069
19270903,0.0134,-0.0044,-0.0079,0.00052
19270910,0.0116,-0.0112,0.0018,0.00052
19270917,0.0127,-0.0075,-0.0086,0.00052
19270924,0.0008,-0.004,-0.0011,0.00052
19271001,0.0082,-0.0092,0.0085,0.00063
19271008,-0.0125,0.0038,-0.0101,0.00063
19271015,0.0022,0.0117,-0.012,0.00063
19271022,-0.0413,0.0034,-0.0035,0.00063
19271029,-0.0037,0.0031,-0.0224,0.00063
19271105,0.0344,-0.0043,-0.001,0.00052
19271112,0.0133,0.0051,-0.0149,0.00052
19271119,0.0162,0.0149,0.0103,0.00052
19271126,0.0036,0.0075,0.0071,0.00052
19271203,0.0049,-0.0062,0.0099,0.00056
19271210,-0.0063,0.014,-0.0111,0.00056
19271217,0.0182,0.0034,-0.0052,0.00056
19271224,0.0053,-0.009,0.0092,0.00056
19271231,0.0033,0.0146,-0.0159,0.00056
19280107,0.0028,0.0182,0.0042,0.00063
19280114,-0.0116,0.0043,0.0029,0.00063
19280121,0.0031,0.0032,-0.0068,0.00063
19280128,0.0012,0.0149,-0.0113,0.00063
19280204,-0.0102,-0.0007,-0.0074,0.00082
19280211,0.0036,-0.0052,-0.0074,0.00082
19280218,-0.0309,-0.0188,-0.0075,0.00082
19280225,0.0157,0.0009,0.0159,0.00082
19280303,0.0125,0.003,-0.0158,0.00073
19280310,0.02,-0.0064,-0.0006,0.00073
19280317,0.0209,-0.0118,0.0148,0.00073
19280324,0.0187,0.0045,-0.0152,0.00073
19280331,0.0174,0.01,0.0064,0.00073
19280405,0.0077,0.0108,0.0066,0.00056
19280414,0.0174,0.0211,-0.0016,0.00056
19280420,-0.0091,0.0042,0.0066,0.00056
19280428,0.0255,-0.0042,0.0306,0.00056
19280504,0.0196,0.0035,-0.015,0.00081
19280511,0.0076,0.0074,-0.0108,0.00081
19280518,-0.0134,0.0117,-0.0029,0.00081
19280525,-0.0017,0.0077,-0.0059,0.00081
19280602,0.0128,-0.0001,-0.0051,0.00078
19280609,-0.0557,-0.003,-0.0197,0.00078
19280616,-0.0193,-0.0343,0.0187,0.00078
19280623,-0.0181,-0.0041,0.0071,0.00078
19280630,0.0357,-0.0019,0.0017,0.00078
19280707,0.0126,-0.0011,0.0054,0.00081
19280714,-0.0257,-0.0012,-0.005,0.00081
19280721,-0.0019,-0.0012,0.0,0.00081
19280728,0.0237,-0.0085,-0.0054,0.00081
19280804,-0.0001,0.0003,0.0039,0.0008
19280811,-0.0073,0.0015,-0.0026,0.0008
19280818,0.0203,-0.006,0.0024,0.0008
19280825,0.0303,-0.0082,-0.0144,0.0008
19280901,0.0223,-0.0072,-0.0084,0.00067
19280908,0.0076,0.0071,0.0017,0.00067
19280915,0.0122,-0.0011,0.0125,0.00067
19280922,0.0037,0.0177,0.0066,0.00067
19280929,0.0022,-0.0025,-0.0116,0.00067
19281006,-0.0092,0.0215,0.0025,0.00102
19281013,0.0156,0.0089,-0.0275,0.00102
19281020,0.0128,-0.0006,0.0005,0.00102
19281027,0.002,0.0001,0.005,0.00102
19281103,0.0035,-0.0118,-0.0047,0.00096
19281110,0.036,-0.0066,0.0193,0.00096
19281117,0.028,-0.0077,-0.0098,0.00096
19281123,0.0138,-0.0072,0.0216,0.00096
19281201,0.0169,0.0095,0.0045,0.00015
19281208,-0.0867,0.0057,-0.0159,0.00015
19281215,0.0265,0.004,0.0146,0.00015
19281222,0.035,-0.0085,-0.0109,0.00015
19281229,0.0278,-0.0083,-0.003,0.00015
19290105,0.02,0.002,0.0045,0.00086
19290112,-0.004,0.0046,0.0052,0.00086
19290119,0.011,-0.0059,0.0092,0.00086
19290126,0.0198,-0.0226,-0.0287,0.00086
19290202,0.0174,-0.0177,0.0181,0.00089
19290208,-0.049,0.0004,0.0023,0.00089
19290216,-0.014,-0.0076,0.0007,0.00089
19290221,0.0291,0.0045,-0.0005,0.00089
19290302,0.0351,-0.0036,0.0091,0.00086
19290309,-0.0183,-0.0121,0.0073,0.00086
19290316,0.0281,-0.0082,-0.0034,0.00086
19290323,-0.0293,-0.0057,-0.0051,0.00086
19290328,0.0046,-0.0208,0.0065,0.00086
19290406,-0.0163,0.0013,0.004,0.00089
19290413,0.0027,-0.0035,-0.0078,0.00089
19290420,0.0102,0.0036,-0.0139,0.00089
19290427,0.0089,-0.0002,0.0062,0.00089
19290504,0.0242,-0.0135,0.0104,0.0011
19290511,-0.0084,-0.001,-0.0009,0.0011
19290518,-0.0119,-0.0116,-0.0141,0.0011
19290525,-0.0439,-0.011,-0.0056,0.0011
19290601,-0.0091,-0.0293,0.0149,0.0013
19290608,0.0182,0.0014,0.0023,0.0013
19290615,0.0173,-0.0012,0.0062,0.0013
19290622,0.0215,-0.0083,-0.0031,0.0013
19290629,0.0299,-0.0148,-0.0313,0.0013
19290706,0.0244,-0.0091,-0.0034,0.00084
19290713,0.0142,-0.0051,0.0184,0.00084
19290720,0.0064,-0.0133,0.0177,0.00084
19290727,-0.0092,-0.0098,-0.0104,0.00084
19290803,0.0307,-0.0239,-0.0045,0.00101
19290810,-0.0328,-0.0125,0.0198,0.00101
19290817,0.0472,-0.0164,0.0055,0.00101
19290824,0.0246,-0.0316,-0.0148,0.00101
19290830,0.0176,-0.0092,-0.002,0.00101
19290907,0.0024,-0.0086,-0.0105,0.00088
19290914,-0.0166,0.0154,-0.001,0.00088
19290921,-0.0011,0.0022,-0.0038,0.00088
19290928,-0.0315,-0.0014,0.0072,0.00088
19291005,-0.0188,-0.0083,-0.0009,0.00114
19291011,0.0277,0.0016,0.0066,0.00114
19291019,-0.0813,0.0153,0.0264,0.00114
19291026,-0.077,-0.0307,0.027,0.00114
19291031,-0.0716,-0.0191,0.0272,0.00114
19291108,-0.1174,0.0167,0.0367,0.00094
19291115,-0.0399,-0.0253,-0.0008,0.00094
19291122,0.0563,-0.0018,0.005,0.00094
19291127,-0.0245,0.0025,0.014,0.00094
19291207,0.0751,-0.0135,-0.0207,0.00091
19291214,-0.0302,-0.0006,0.0161,0.00091
19291221,-0.0632,-0.0131,0.0181,0.00091
19291228,0.0014,-0.0142,-0.0037,0.00091
19300104,0.0385,0.0114,-0.0183,0.00035
19300111,-0.0027,0.0207,0.0089,0.00035
19300118,-0.0048,-0.0141,0.0112,0.00035
19300125,0.0335,0.0097,-0.0046,0.00035
19300201,0.0322,-0.0016,-0.0315,0.00074
19300208,0.0094,-0.0031,0.0118,0.00074
19300215,-0.001,0.0098,0.0105,0.00074
19300221,-0.0072,-0.002,-0.0006,0.00074
19300301,0.0214,0.0037,-0.0166,0.00087
19300308,0.0069,0.0128,-0.0066,0.00087
19300315,-0.0095,0.014,0.015,0.00087
19300322,0.0279,-0.0004,0.0049,0.00087
19300329,0.0354,-0.0016,-0.0062,0.00087
19300405,0.0191,-0.0009,-0.0195,0.00053
19300412,0.003,0.0015,-0.0086,0.00053
19300417,-0.0051,0.0084,-0.0095,0.00053
19300426,-0.0168,-0.0061,0.0249,0.00053
19300503,-0.0909,-0.0067,0.0247,0.00064
19300510,0.0465,-0.0118,-0.0293,0.00064
19300517,0.0086,0.0055,0.0148,0.00064
19300524,-0.0035,-0.0087,-0.0057,0.00064
19300529,0.0101,-0.0017,-0.0104,0.00064
19300607,-0.0529,-0.0018,0.0202,0.00067
19300614,-0.0555,-0.0129,0.0035,0.00067
19300621,-0.09,-0.0276,0.0243,0.00067
19300628,0.0041,0.0035,-0.0199,0.00067
19300703,0.0169,0.0053,0.0175,0.0005
19300712,0.0276,-0.0221,-0.0051,0.0005
19300719,0.0357,0.0201,0.0085,0.0005
19300726,0.0064,-0.0143,-0.0174,0.0005
19300802,-0.0221,0.0053,-0.0072,0.00022
19300809,-0.0482,0.0018,-0.0099,0.00022
19300816,0.0197,-0.0165,0.0102,0.00022
19300823,0.0096,-0.0007,-0.0151,0.00022
19300829,0.022,-0.0102,0.0042,0.00022
19300906,0.01,-0.0003,0.0065,0.00055
19300913,-0.0061,0.014,-0.0056,0.00055
19300920,-0.0323,-0.0013,-0.0123,0.00055
19300927,-0.0706,-0.0173,-0.027,0.00055
19301004,-0.0048,-0.0005,-0.0162,0.00022
19301011,-0.08,-0.0112,0.0087,0.00022
19301018,-0.0354,-0.0097,-0.018,0.00022
19301025,0.0314,-0.0041,-0.0036,0.00022
19301101,-0.0307,-0.0027,-0.0058,0.00033
19301108,-0.0669,0.0168,-0.0203,0.00033
19301115,0.0659,0.0033,-0.0241,0.00033
19301122,-0.0009,0.0052,0.0316,0.00033
19301129,-0.0257,0.0085,-0.0127,0.00033
19301206,-0.019,-0.0013,-0.0217,0.00035
19301213,-0.0762,-0.0135,-0.03,0.00035
19301220,0.0261,-0.0271,0.0009,0.00035
19301227,-0.0411,0.0066,-0.0407,0.00035
19310103,0.0896,-0.0201,0.0646,0.00036
